session_id,customer_id,sales_agent_id,industry,onboarding_scenario,onboarding_stage,onboarding_field,event_name,event_timestamp,event_status,event_duration_minutes,is_revisit,previous_onboarding_field,next_onboarding_field,validation_status,failure_reason,onboarding_progress,onboarding_risk_score,onboarding_risk_level,agent_action,agent_response_time_minutes,agent_guidance_given,agent_correction_count,agent_escalation,real_time_guidance,session_status
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,identity_verification,identification_document_type,entered,2026-08-30T15:15:13.509271,completed,5.52,False,face_match_verification,profession,passed,,60.0,0.05,Low,completed_step,1.09,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,financial_profile,profession,entered,2026-08-30T15:20:44.709271,completed,6.16,False,identification_document_type,assets,passed,,66.67,0.05,Low,entered_information,2.79,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,financial_profile,assets,entered,2026-08-30T15:26:54.309271,completed,10.82,False,profession,income,passed,,73.33,0.05,Low,entered_information,0.42,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,financial_profile,income,entered,2026-08-30T15:37:43.509271,completed,10.43,False,assets,politically_exposed_person_status,passed,,80.0,0.05,Low,completed_step,1.53,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T15:48:09.309271,completed,2.56,False,income,us_person_status,passed,,86.67,0.05,Low,completed_step,2.7,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,regulatory_declarations,us_person_status,entered,2026-08-30T15:50:42.909271,completed,2.15,False,politically_exposed_person_status,terms_and_conditions_acceptance,passed,,93.33,0.05,Low,completed_step,2.65,False,0,none,,in_progress
SESSION-B2ABA482,CUST93071,AGENT562,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T15:52:51.909271,completed,4.99,False,us_person_status,,passed,,100.0,0.05,Low,reviewed_information,4.2,False,0,none,,completed
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,customer_information,mobile_phone_number,entered,2026-08-30T14:43:39.909688,completed,28.27,False,,date_of_birth,passed,,7.14,0.3,Medium,provided_guidance,3.58,True,0,none,Review the current information and proceed to date_of_birth.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,customer_information,date_of_birth,entered,2026-08-30T15:11:56.109688,completed,36.26,False,mobile_phone_number,full_name,passed,,14.29,0.3,Medium,provided_guidance,2.36,True,0,none,Review the current information and proceed to full_name.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,customer_information,full_name,entered,2026-08-30T15:48:11.709688,completed,25.99,False,date_of_birth,email_address,passed,,21.43,0.3,Medium,provided_guidance,1.04,True,0,none,Review the current information and proceed to email_address.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,customer_information,email_address,entered,2026-08-30T16:14:11.109688,completed,27.92,False,full_name,home_address,passed,,28.57,0.3,Medium,completed_step,0.91,True,0,none,Review the current information and proceed to home_address.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,customer_information,home_address,entered,2026-08-30T16:42:06.309688,completed,50.56,False,email_address,identification_document_type,passed,,35.71,0.3,Medium,reviewed_information,3.38,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,identity_verification,identification_document_type,entered,2026-08-30T17:32:39.909688,completed,21.8,False,home_address,identification_document_number,passed,,42.86,0.3,Medium,provided_guidance,4.5,True,0,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,identity_verification,identification_document_number,entered,2026-08-30T17:54:27.909688,completed,26.26,False,identification_document_type,selfie_liveness_check,passed,,50.0,0.2,Low,completed_step,0.36,True,0,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,identity_verification,selfie_liveness_check,entered,2026-08-30T18:20:43.509688,completed,17.54,False,identification_document_number,face_match_verification,passed,,57.14,0.2,Low,reviewed_information,3.16,True,1,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,identity_verification,face_match_verification,entered,2026-08-30T18:38:15.909688,completed,21.24,False,selfie_liveness_check,profession,passed,,64.29,0.2,Low,reviewed_information,6.96,True,1,none,Review the current information and proceed to profession.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,financial_profile,profession,entered,2026-08-30T18:59:30.309688,completed,46.46,False,face_match_verification,income,passed,,71.43,0.2,Low,reviewed_information,4.88,True,0,none,Review the current information and proceed to income.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,financial_profile,income,entered,2026-08-30T19:45:57.909688,completed,25.85,False,profession,us_person_status,passed,,78.57,0.2,Low,entered_information,0.97,True,0,none,Review the current information and proceed to us_person_status.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,regulatory_declarations,us_person_status,entered,2026-08-30T20:11:48.909688,completed,43.49,False,income,politically_exposed_person_status,passed,,85.71,0.2,Low,provided_guidance,1.21,True,1,none,Review the current information and proceed to politically_exposed_person_status.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T20:55:18.309688,completed,38.28,False,us_person_status,terms_and_conditions_acceptance,passed,,92.86,0.2,Low,reviewed_information,2.01,True,0,none,Review the current information and proceed to terms_and_conditions_acceptance.,in_progress
SESSION-6E9E9C09,CUST58135,AGENT386,banking,long_completion_times,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T21:33:35.109688,completed,52.53,False,politically_exposed_person_status,,passed,,100.0,0.2,Low,provided_guidance,2.03,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,customer_information,full_name,entered,2026-08-30T14:43:39.910039,completed,5.81,False,,date_of_birth,passed,,6.67,0.15,Low,requested_missing_information,2.76,True,0,none,Review the current information and proceed to date_of_birth.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,customer_information,date_of_birth,entered,2026-08-30T14:49:28.510039,completed,9.79,False,full_name,home_address,passed,,13.33,0.15,Low,reviewed_information,7.84,True,1,required,Review the current information and proceed to home_address.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,customer_information,home_address,entered,2026-08-30T14:59:15.910039,completed,9.27,False,date_of_birth,mobile_phone_number,passed,,20.0,0.15,Low,provided_guidance,3.54,True,1,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,customer_information,mobile_phone_number,entered,2026-08-30T15:08:32.110039,completed,10.64,False,home_address,email_address,passed,,26.67,0.15,Low,provided_guidance,2.78,True,1,none,Review the current information and proceed to email_address.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,customer_information,email_address,entered,2026-08-30T15:19:10.510039,completed,9.92,False,mobile_phone_number,identification_document_number,passed,,33.33,0.15,Low,requested_missing_information,4.17,True,1,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,identity_verification,identification_document_number,entered,2026-08-30T15:29:05.710039,completed,8.83,False,email_address,identification_document_type,passed,,40.0,0.15,Low,provided_guidance,2.49,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,identity_verification,identification_document_type,entered,2026-08-30T15:37:55.510039,completed,9.36,False,identification_document_number,selfie_liveness_check,passed,,46.67,0.15,Low,provided_guidance,3.91,True,0,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,identity_verification,selfie_liveness_check,entered,2026-08-30T15:47:17.110039,completed,3.04,False,identification_document_type,face_match_verification,passed,,53.33,0.05,Low,provided_guidance,3.0,True,0,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,identity_verification,face_match_verification,entered,2026-08-30T15:50:19.510039,completed,8.0,False,selfie_liveness_check,assets,passed,,60.0,0.05,Low,requested_missing_information,1.92,True,1,none,Review the current information and proceed to assets.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,financial_profile,assets,entered,2026-08-30T15:58:19.510039,completed,8.62,False,face_match_verification,profession,passed,,66.67,0.05,Low,provided_guidance,1.95,True,0,none,Review the current information and proceed to profession.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,financial_profile,profession,entered,2026-08-30T16:06:56.710039,completed,1.17,False,assets,income,passed,,73.33,0.05,Low,requested_missing_information,3.63,True,0,none,Review the current information and proceed to income.,in_progress
SESSION-36995101,CUST32508,AGENT134,banking,incomplete_sessions,financial_profile,income,entered,2026-08-30T16:08:06.910039,completed,4.43,False,profession,,passed,,80.0,0.05,Low,provided_guidance,3.58,True,0,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,customer_information,mobile_phone_number,entered,2026-08-30T14:43:39.910330,completed,11.3,False,,email_address,passed,,6.67,0.15,Low,provided_guidance,0.69,True,0,none,Review the current information and proceed to email_address.,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,customer_information,email_address,entered,2026-08-30T14:54:57.910330,completed,5.03,False,mobile_phone_number,date_of_birth,passed,,13.33,0.15,Low,entered_information,0.49,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,customer_information,date_of_birth,entered,2026-08-30T14:59:59.710330,completed,7.38,False,email_address,full_name,passed,,20.0,0.15,Low,completed_step,1.83,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,customer_information,full_name,entered,2026-08-30T15:07:22.510330,completed,6.91,False,date_of_birth,home_address,passed,,26.67,0.15,Low,completed_step,0.4,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,customer_information,home_address,entered,2026-08-30T15:14:17.110330,completed,7.16,False,full_name,identification_document_number,passed,,33.33,0.15,Low,entered_information,1.37,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,identity_verification,identification_document_number,entered,2026-08-30T15:21:26.710330,completed,8.08,False,home_address,identification_document_type,passed,,40.0,0.15,Low,provided_guidance,1.66,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,identity_verification,identification_document_type,entered,2026-08-30T15:29:31.510330,completed,11.88,False,identification_document_number,selfie_liveness_check,passed,,46.67,0.15,Low,provided_guidance,4.71,True,0,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,identity_verification,selfie_liveness_check,entered,2026-08-30T15:41:24.310330,completed,10.9,False,identification_document_type,face_match_verification,passed,,53.33,0.05,Low,reviewed_information,4.56,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,identity_verification,face_match_verification,entered,2026-08-30T15:52:18.310330,completed,4.56,False,selfie_liveness_check,profession,passed,,60.0,0.05,Low,reviewed_information,4.27,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,financial_profile,profession,entered,2026-08-30T15:56:51.910330,completed,6.1,False,face_match_verification,income,passed,,66.67,0.05,Low,completed_step,1.45,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,financial_profile,income,entered,2026-08-30T16:02:57.910330,completed,5.63,False,profession,assets,passed,,73.33,0.05,Low,provided_guidance,4.18,True,0,none,Review the current information and proceed to assets.,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,financial_profile,assets,entered,2026-08-30T16:08:35.710330,completed,6.97,False,income,us_person_status,passed,,80.0,0.05,Low,completed_step,0.71,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,regulatory_declarations,us_person_status,entered,2026-08-30T16:15:33.910330,completed,1.27,False,assets,politically_exposed_person_status,passed,,86.67,0.05,Low,reviewed_information,4.11,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T16:16:50.110330,completed,9.73,False,us_person_status,terms_and_conditions_acceptance,passed,,93.33,0.05,Low,completed_step,1.84,False,0,none,,in_progress
SESSION-5D28A821,CUST66272,AGENT672,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T16:26:33.910330,completed,6.66,False,politically_exposed_person_status,,passed,,100.0,0.05,Low,completed_step,0.63,False,0,none,,completed
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,email_address,entered,2026-08-30T14:43:39.910638,completed,6.97,False,,full_name,passed,,7.14,0.15,Low,completed_step,2.65,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,full_name,entered,2026-08-30T14:50:38.110638,completed,11.69,False,email_address,date_of_birth,passed,,14.29,0.15,Low,provided_guidance,3.49,True,0,none,Review the current information and proceed to date_of_birth.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,date_of_birth,entered,2026-08-30T15:02:19.510638,completed,7.88,False,full_name,mobile_phone_number,passed,,21.43,0.15,Low,completed_step,1.05,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,mobile_phone_number,entered,2026-08-30T15:10:12.310638,completed,7.85,False,date_of_birth,full_name,passed,,28.57,0.15,Low,entered_information,0.32,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,full_name,revisited,2026-08-30T15:18:03.310638,completed,14.58,True,mobile_phone_number,home_address,passed,,28.57,0.25,Low,revisited_information,7.77,True,0,none,Review the current information and proceed to home_address.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,home_address,entered,2026-08-30T15:32:38.110638,completed,14.12,False,full_name,selfie_liveness_check,passed,,35.71,0.25,Low,reviewed_information,2.22,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,identity_verification,selfie_liveness_check,entered,2026-08-30T15:46:45.310638,completed,12.47,False,home_address,face_match_verification,passed,,42.86,0.25,Low,entered_information,2.39,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,identity_verification,face_match_verification,entered,2026-08-30T15:59:13.510638,completed,17.34,False,selfie_liveness_check,email_address,passed,,50.0,0.3,Medium,completed_step,0.36,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,email_address,revisited,2026-08-30T16:16:33.910638,completed,17.59,True,face_match_verification,identification_document_type,passed,,50.0,0.4,Medium,revisited_information,2.5,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,identity_verification,identification_document_type,entered,2026-08-30T16:34:09.310638,completed,14.99,False,email_address,selfie_liveness_check,passed,,57.14,0.25,Low,reviewed_information,2.75,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,identity_verification,selfie_liveness_check,revisited,2026-08-30T16:49:08.710638,completed,7.86,True,identification_document_type,identification_document_number,passed,,57.14,0.35,Medium,reviewed_information,1.0,True,1,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,identity_verification,identification_document_number,entered,2026-08-30T16:57:00.310638,completed,17.51,False,selfie_liveness_check,email_address,passed,,64.29,0.5,Medium,completed_step,2.98,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,email_address,revisited,2026-08-30T17:14:30.910638,completed,16.47,True,identification_document_number,profession,passed,,64.29,0.6,Medium,revisited_information,5.57,True,0,none,Review the current information and proceed to profession.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,financial_profile,profession,entered,2026-08-30T17:30:59.110638,completed,7.29,False,email_address,income,passed,,71.43,0.45,Medium,entered_information,0.64,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,financial_profile,income,entered,2026-08-30T17:38:16.510638,completed,13.32,False,profession,politically_exposed_person_status,passed,,78.57,0.45,Medium,reviewed_information,4.52,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T17:51:35.710638,completed,14.85,False,income,us_person_status,passed,,85.71,0.45,Medium,entered_information,1.07,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,regulatory_declarations,us_person_status,entered,2026-08-30T18:06:26.710638,completed,14.8,False,politically_exposed_person_status,home_address,passed,,92.86,0.45,Medium,completed_step,1.56,False,0,none,,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,customer_information,home_address,revisited,2026-08-30T18:21:14.710638,completed,8.68,True,us_person_status,terms_and_conditions_acceptance,passed,,92.86,0.55,Medium,reviewed_information,2.83,True,1,none,Review the current information and proceed to terms_and_conditions_acceptance.,in_progress
SESSION-6B996940,CUST98935,AGENT420,banking,revisited_fields,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T18:29:55.510638,completed,14.86,False,home_address,,passed,,100.0,0.55,Medium,reviewed_information,7.45,False,0,none,,completed
SESSION-2817F5CC,CUST44135,AGENT362,banking,normal_completion,customer_information,date_of_birth,entered,2026-08-30T14:43:39.911079,completed,9.31,False,,full_name,passed,,6.67,0.15,Low,completed_step,0.61,False,0,none,,in_progress
SESSION-2817F5CC,CUST44135,AGENT362,banking,normal_completion,customer_information,full_name,entered,2026-08-30T14:52:58.511079,completed,1.34,False,date_of_birth,email_address,passed,,13.33,0.15,Low,provided_guidance,4.82,True,0,none,Review the current information and proceed to email_address.,in_progress
SESSION-2817F5CC,CUST44135,AGENT362,banking,normal_completion,customer_information,email_address,entered,2026-08-30T14:54:18.911079,completed,3.02,False,full_name,mobile_phone_number,passed,,20.0,0.15,Low,completed_step,0.67,False,0,none,,in_progress
SESSION-2817F5CC,CUST44135,AGENT362,banking,normal_completion,customer_information,mobile_phone_number,entered,2026-08-30T14:57:20.111079,completed,5.86,False,email_address,home_address,passed,,26.67,0.15,Low,completed_step,3.0,False,0,none,,in_progress
SESSION-2817F5CC,CUST44135,AGENT362,banking,normal_completion,customer_information,home_address,entered,2026-08-30T15:03:11.711079,completed,4.48,False,mobile_phone_number,face_match_verification,passed,,33.33,0.15,Low,provided_guidance,2.98,True,0,none,Review the current information and proceed to face_match_verification.,in_progress
