session_id,customer_id,sales_agent_id,industry,onboarding_scenario,onboarding_field,event_timestamp,event_status,event_duration_minutes,is_revisit,previous_onboarding_field,next_onboarding_field,validation_status,failure_reason,onboarding_progress,onboarding_risk_score,onboarding_risk_level,agent_action,agent_response_time_minutes,agent_guidance_given,agent_correction_count,agent_escalation,real_time_guidance,session_status
SESSION-009A65D0,CUST83063,AGENT237,telecom,normal_completion,Activation,2026-08-29 13:30:27.683353,completed,10.25,False,Installation,,passed,,100.0,0.05,Low,completed_step,2.36,False,0,none,,completed
SESSION-00D081CB,CUST93981,AGENT343,telecom,revisited_fields,Customer Information,2026-08-29 13:08:55.345992,completed,4.85,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,2.44,False,0,none,,in_progress
SESSION-00D081CB,CUST93981,AGENT343,telecom,revisited_fields,Service Selection,2026-08-29 13:13:46.345992,completed,15.62,False,Customer Information,Document Verification,passed,,40.0,0.3,Medium,entered_information,0.22,False,0,none,,in_progress
SESSION-00D081CB,CUST93981,AGENT343,telecom,revisited_fields,Document Verification,2026-08-29 13:29:23.545992,completed,4.2,False,Service Selection,Installation,passed,,60.0,0.05,Low,reviewed_information,5.82,False,0,none,,in_progress
SESSION-00D081CB,CUST93981,AGENT343,telecom,revisited_fields,Installation,2026-08-29 13:33:35.545992,completed,16.72,False,Document Verification,Activation,passed,,80.0,0.2,Low,completed_step,0.82,False,0,none,,in_progress
SESSION-00D081CB,CUST93981,AGENT343,telecom,revisited_fields,Activation,2026-08-29 13:50:18.745992,completed,11.07,False,Installation,Service Selection,passed,,100.0,0.05,Low,entered_information,2.03,False,0,none,,in_progress
SESSION-00E534C7,CUST82014,AGENT245,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.210222,completed,2.86,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,2.27,False,0,none,,in_progress
SESSION-00E534C7,CUST82014,AGENT245,telecom,normal_completion,Service Selection,2026-08-29 13:11:46.810222,completed,7.42,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,1.97,False,0,none,,in_progress
SESSION-00E534C7,CUST82014,AGENT245,telecom,normal_completion,Document Verification,2026-08-29 13:19:12.010222,completed,10.2,False,Service Selection,Installation,passed,,60.0,0.05,Low,completed_step,2.1,False,0,none,,in_progress
SESSION-00E534C7,CUST82014,AGENT245,telecom,normal_completion,Installation,2026-08-29 13:29:24.010222,completed,4.78,False,Document Verification,Activation,passed,,80.0,0.05,Low,completed_step,2.37,False,0,none,,in_progress
SESSION-00E534C7,CUST82014,AGENT245,telecom,normal_completion,Activation,2026-08-29 13:34:10.810222,completed,11.27,False,Installation,,passed,,100.0,0.05,Low,entered_information,2.58,False,0,none,,completed
SESSION-019D1D29,CUST15723,AGENT131,banking,long_completion_times,Identity Verification,2026-08-29 13:24:13.124230,completed,24.71,False,Customer Information,Document Verification,passed,,40.0,0.3,Medium,reviewed_information,5.59,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-01C52659,CUST95497,AGENT727,banking,normal_completion,Customer Information,2026-08-29 13:08:55.114512,completed,4.14,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,1.03,False,0,none,,in_progress
SESSION-01C52659,CUST95497,AGENT727,banking,normal_completion,Identity Verification,2026-08-29 13:13:03.514512,completed,5.57,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.7,False,0,none,,in_progress
SESSION-01C52659,CUST95497,AGENT727,banking,normal_completion,Document Verification,2026-08-29 13:18:37.714512,completed,2.23,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.24,False,0,none,,in_progress
SESSION-01C52659,CUST95497,AGENT727,banking,normal_completion,Account Information,2026-08-29 13:20:51.514512,completed,10.28,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,1.54,False,0,none,,in_progress
SESSION-01C52659,CUST95497,AGENT727,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:31:08.314512,completed,6.56,False,Account Information,,passed,,100.0,0.05,Low,completed_step,1.93,False,0,none,,completed
SESSION-01E1E73A,CUST25587,AGENT645,telecom,validation_errors,Customer Information,2026-08-29 13:08:55.274451,completed,10.84,False,,Service Selection,passed,,20.0,0.15,Low,reviewed_information,1.95,False,0,none,,in_progress
SESSION-01E1E73A,CUST25587,AGENT645,telecom,validation_errors,Service Selection,2026-08-29 13:19:45.674451,failed,19.48,False,Customer Information,Document Verification,failed,Invalid information entered,40.0,0.55,Medium,requested_missing_information,4.03,True,1,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-01E1E73A,CUST25587,AGENT645,telecom,validation_errors,Document Verification,2026-08-29 13:39:14.474451,completed,15.27,False,Service Selection,Installation,passed,,60.0,0.2,Low,completed_step,2.88,False,0,none,,in_progress
SESSION-01E1E73A,CUST25587,AGENT645,telecom,validation_errors,Installation,2026-08-29 13:54:30.674451,completed,18.36,False,Document Verification,Activation,passed,,80.0,0.2,Low,completed_step,0.35,False,0,none,,in_progress
SESSION-01E1E73A,CUST25587,AGENT645,telecom,validation_errors,Activation,2026-08-29 14:12:52.274451,failed,8.43,False,Installation,,failed,Required information missing,100.0,0.3,Medium,requested_missing_information,1.29,True,1,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-01E5137D,CUST86912,AGENT140,banking,normal_completion,Customer Information,2026-08-29 13:08:55.088498,completed,10.26,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,0.52,False,0,none,,in_progress
SESSION-01E5137D,CUST86912,AGENT140,banking,normal_completion,Identity Verification,2026-08-29 13:19:10.688498,completed,9.04,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.28,False,0,none,,in_progress
SESSION-01E5137D,CUST86912,AGENT140,banking,normal_completion,Document Verification,2026-08-29 13:28:13.088498,completed,7.96,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,1.26,False,0,none,,in_progress
SESSION-01E5137D,CUST86912,AGENT140,banking,normal_completion,Account Information,2026-08-29 13:36:10.688498,completed,1.24,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,2.6,False,0,none,,in_progress
SESSION-01E5137D,CUST86912,AGENT140,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:37:25.088498,completed,1.74,False,Account Information,,passed,,100.0,0.05,Low,completed_step,2.99,False,0,none,,completed
SESSION-01F104BB,CUST24068,AGENT553,telecom,validation_errors,Customer Information,2026-08-29 13:08:55.340709,completed,18.44,False,,Service Selection,passed,,20.0,0.3,Medium,provided_guidance,3.05,True,0,none,Review the current information and proceed to Service Selection.,in_progress
SESSION-01F104BB,CUST24068,AGENT553,telecom,validation_errors,Service Selection,2026-08-29 13:27:21.740709,completed,9.48,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,1.13,False,0,none,,in_progress
SESSION-01F104BB,CUST24068,AGENT553,telecom,validation_errors,Document Verification,2026-08-29 13:36:50.540709,completed,19.09,False,Service Selection,Installation,passed,,60.0,0.2,Low,completed_step,0.82,False,0,none,,in_progress
SESSION-01F104BB,CUST24068,AGENT553,telecom,validation_errors,Installation,2026-08-29 13:55:55.940709,failed,17.3,False,Document Verification,Activation,failed,Required information missing,80.0,0.45,Medium,corrected_information,6.56,True,2,none,Review the current information and proceed to Activation.,in_progress
SESSION-01F104BB,CUST24068,AGENT553,telecom,validation_errors,Activation,2026-08-29 14:13:13.940709,failed,12.3,False,Installation,,failed,Invalid information entered,100.0,0.3,Medium,corrected_information,1.33,True,1,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-021DB72B,CUST70566,AGENT460,banking,normal_completion,Customer Information,2026-08-29 13:08:55.086300,completed,4.61,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,0.55,False,0,none,,in_progress
SESSION-021DB72B,CUST70566,AGENT460,banking,normal_completion,Identity Verification,2026-08-29 13:13:31.686300,completed,11.69,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.94,False,0,none,,in_progress
SESSION-021DB72B,CUST70566,AGENT460,banking,normal_completion,Document Verification,2026-08-29 13:25:13.086300,completed,2.26,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,reviewed_information,6.44,False,0,none,,in_progress
SESSION-021DB72B,CUST70566,AGENT460,banking,normal_completion,Account Information,2026-08-29 13:27:28.686300,completed,1.01,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,completed_step,0.23,False,0,none,,in_progress
SESSION-021DB72B,CUST70566,AGENT460,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:28:29.286300,completed,3.16,False,Account Information,,passed,,100.0,0.05,Low,entered_information,1.32,False,0,none,,completed
SESSION-022234EA,CUST70782,AGENT396,banking,normal_completion,Customer Information,2026-08-29 13:08:55.139042,completed,8.17,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,1.03,False,0,none,,in_progress
SESSION-022234EA,CUST70782,AGENT396,banking,normal_completion,Identity Verification,2026-08-29 13:17:05.339042,completed,3.72,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,provided_guidance,1.95,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-022234EA,CUST70782,AGENT396,banking,normal_completion,Document Verification,2026-08-29 13:20:48.539042,completed,10.86,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,2.79,False,0,none,,in_progress
SESSION-022234EA,CUST70782,AGENT396,banking,normal_completion,Account Information,2026-08-29 13:31:40.139042,completed,1.77,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,1.1,False,0,none,,in_progress
SESSION-022234EA,CUST70782,AGENT396,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:33:26.339042,completed,7.75,False,Account Information,,passed,,100.0,0.05,Low,entered_information,2.6,False,0,none,,completed
SESSION-023921B1,CUST77010,AGENT911,banking,normal_completion,Customer Information,2026-08-29 13:08:55.177380,completed,2.26,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,1.6,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-023921B1,CUST77010,AGENT911,banking,normal_completion,Identity Verification,2026-08-29 13:11:10.777380,completed,12.0,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,provided_guidance,1.52,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-023921B1,CUST77010,AGENT911,banking,normal_completion,Document Verification,2026-08-29 13:23:10.777380,completed,5.99,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,2.89,False,0,none,,in_progress
SESSION-023921B1,CUST77010,AGENT911,banking,normal_completion,Account Information,2026-08-29 13:29:10.177380,completed,5.18,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,1.33,False,0,none,,in_progress
SESSION-023921B1,CUST77010,AGENT911,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:34:20.977380,completed,9.9,False,Account Information,,passed,,100.0,0.05,Low,completed_step,2.83,False,0,none,,completed
SESSION-02540208,CUST96056,AGENT251,banking,normal_completion,Customer Information,2026-08-29 13:08:55.153811,completed,3.06,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,2.22,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-02540208,CUST96056,AGENT251,banking,normal_completion,Identity Verification,2026-08-29 13:11:58.753811,completed,9.85,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,1.9,False,0,none,,in_progress
SESSION-02540208,CUST96056,AGENT251,banking,normal_completion,Document Verification,2026-08-29 13:21:49.753811,completed,5.71,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,1.75,False,0,none,,in_progress
SESSION-02540208,CUST96056,AGENT251,banking,normal_completion,Account Information,2026-08-29 13:27:32.353811,completed,9.77,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,provided_guidance,3.42,True,0,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-02540208,CUST96056,AGENT251,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:37:18.553811,completed,1.62,False,Account Information,,passed,,100.0,0.05,Low,reviewed_information,6.0,False,0,none,,completed
SESSION-02591E84,CUST26863,AGENT105,telecom,validation_errors,Customer Information,2026-08-29 13:08:55.205617,failed,12.38,False,,Service Selection,failed,Invalid information entered,20.0,0.4,Medium,reviewed_information,3.38,True,1,none,Review the current information and proceed to Service Selection.,in_progress
SESSION-02591E84,CUST26863,AGENT105,telecom,validation_errors,Service Selection,2026-08-29 13:21:18.005617,completed,9.36,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,reviewed_information,1.84,False,0,none,,in_progress
SESSION-02591E84,CUST26863,AGENT105,telecom,validation_errors,Document Verification,2026-08-29 13:30:39.605617,completed,7.82,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,1.77,False,0,none,,in_progress
SESSION-02591E84,CUST26863,AGENT105,telecom,validation_errors,Installation,2026-08-29 13:38:28.805617,failed,12.72,False,Document Verification,Activation,failed,Invalid information entered,80.0,0.3,Medium,reviewed_information,3.55,True,2,none,Review the current information and proceed to Activation.,in_progress
SESSION-02591E84,CUST26863,AGENT105,telecom,validation_errors,Activation,2026-08-29 13:51:12.005617,completed,12.56,False,Installation,,passed,,100.0,0.05,Low,completed_step,1.78,False,0,none,,completed
SESSION-0298D921,CUST75112,AGENT338,telecom,validation_errors,Customer Information,2026-08-29 13:08:55.200185,completed,18.46,False,,Service Selection,passed,,20.0,0.3,Medium,completed_step,2.19,False,0,none,,in_progress
SESSION-0298D921,CUST75112,AGENT338,telecom,validation_errors,Service Selection,2026-08-29 13:27:22.800185,completed,15.64,False,Customer Information,Document Verification,passed,,40.0,0.3,Medium,entered_information,2.77,False,0,none,,in_progress
SESSION-0298D921,CUST75112,AGENT338,telecom,validation_errors,Document Verification,2026-08-29 13:43:01.200185,failed,13.32,False,Service Selection,Installation,failed,Invalid information entered,60.0,0.3,Medium,corrected_information,6.84,True,1,none,Review the current information and proceed to Installation.,in_progress
SESSION-0298D921,CUST75112,AGENT338,telecom,validation_errors,Installation,2026-08-29 13:56:20.400185,failed,9.36,False,Document Verification,Activation,failed,Information could not be verified,80.0,0.3,Medium,corrected_information,3.25,True,1,none,Review the current information and proceed to Activation.,in_progress
SESSION-0298D921,CUST75112,AGENT338,telecom,validation_errors,Activation,2026-08-29 14:05:42.000185,completed,10.12,False,Installation,,passed,,100.0,0.05,Low,entered_information,0.41,False,0,none,,completed
SESSION-02D7A28C,CUST74282,AGENT402,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.282275,completed,4.69,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,2.72,False,0,none,,in_progress
SESSION-02D7A28C,CUST74282,AGENT402,telecom,normal_completion,Service Selection,2026-08-29 13:13:36.682275,completed,11.08,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.12,False,0,none,,in_progress
SESSION-02D7A28C,CUST74282,AGENT402,telecom,normal_completion,Document Verification,2026-08-29 13:24:41.482275,completed,8.0,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,1.4,False,0,none,,in_progress
SESSION-02D7A28C,CUST74282,AGENT402,telecom,normal_completion,Installation,2026-08-29 13:32:41.482275,completed,2.14,False,Document Verification,Activation,passed,,80.0,0.05,Low,completed_step,2.24,False,0,none,,in_progress
SESSION-02D7A28C,CUST74282,AGENT402,telecom,normal_completion,Activation,2026-08-29 13:34:49.882275,completed,9.3,False,Installation,,passed,,100.0,0.05,Low,entered_information,1.79,False,0,none,,completed
SESSION-03095F25,CUST21896,AGENT387,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.195283,completed,6.29,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,1.0,False,0,none,,in_progress
SESSION-03095F25,CUST21896,AGENT387,telecom,normal_completion,Service Selection,2026-08-29 13:15:12.595283,completed,3.67,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.09,False,0,none,,in_progress
SESSION-03095F25,CUST21896,AGENT387,telecom,normal_completion,Document Verification,2026-08-29 13:18:52.795283,completed,5.4,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,2.07,False,0,none,,in_progress
SESSION-03095F25,CUST21896,AGENT387,telecom,normal_completion,Installation,2026-08-29 13:24:16.795283,completed,1.75,False,Document Verification,Activation,passed,,80.0,0.05,Low,provided_guidance,4.08,True,0,none,Review the current information and proceed to Activation.,in_progress
SESSION-03095F25,CUST21896,AGENT387,telecom,normal_completion,Activation,2026-08-29 13:26:01.795283,completed,9.59,False,Installation,,passed,,100.0,0.05,Low,entered_information,1.89,False,0,none,,completed
SESSION-030F309C,CUST96165,AGENT357,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.348622,completed,3.21,False,,Service Selection,passed,,20.0,0.15,Low,reviewed_information,4.39,False,0,none,,in_progress
SESSION-030F309C,CUST96165,AGENT357,telecom,normal_completion,Service Selection,2026-08-29 13:12:07.948622,completed,2.72,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.62,False,0,none,,in_progress
SESSION-030F309C,CUST96165,AGENT357,telecom,normal_completion,Document Verification,2026-08-29 13:14:51.148622,completed,1.44,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,2.26,False,0,none,,in_progress
SESSION-030F309C,CUST96165,AGENT357,telecom,normal_completion,Installation,2026-08-29 13:16:17.548622,completed,9.18,False,Document Verification,Activation,passed,,80.0,0.05,Low,entered_information,0.81,False,0,none,,in_progress
SESSION-030F309C,CUST96165,AGENT357,telecom,normal_completion,Activation,2026-08-29 13:25:28.348622,completed,3.66,False,Installation,,passed,,100.0,0.05,Low,entered_information,1.67,False,0,none,,completed
SESSION-0311452D,CUST15422,AGENT915,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.243749,completed,4.83,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,1.51,False,0,none,,in_progress
SESSION-0311452D,CUST15422,AGENT915,telecom,normal_completion,Service Selection,2026-08-29 13:13:45.043749,completed,1.57,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,1.1,False,0,none,,in_progress
SESSION-0311452D,CUST15422,AGENT915,telecom,normal_completion,Document Verification,2026-08-29 13:15:19.243749,completed,6.13,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,2.43,False,0,none,,in_progress
SESSION-0311452D,CUST15422,AGENT915,telecom,normal_completion,Installation,2026-08-29 13:21:27.043749,completed,3.18,False,Document Verification,Activation,passed,,80.0,0.05,Low,completed_step,0.36,False,0,none,,in_progress
SESSION-0311452D,CUST15422,AGENT915,telecom,normal_completion,Activation,2026-08-29 13:24:37.843749,completed,5.05,False,Installation,,passed,,100.0,0.05,Low,provided_guidance,3.88,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-0338B35F,CUST65077,AGENT229,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.292626,completed,10.97,False,,Service Selection,passed,,20.0,0.15,Low,provided_guidance,2.95,True,0,none,Review the current information and proceed to Service Selection.,in_progress
SESSION-0338B35F,CUST65077,AGENT229,telecom,normal_completion,Service Selection,2026-08-29 13:19:53.492626,completed,8.06,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.64,False,0,none,,in_progress
SESSION-0338B35F,CUST65077,AGENT229,telecom,normal_completion,Document Verification,2026-08-29 13:27:57.092626,completed,9.33,False,Service Selection,Installation,passed,,60.0,0.05,Low,provided_guidance,0.53,True,0,none,Review the current information and proceed to Installation.,in_progress
SESSION-0338B35F,CUST65077,AGENT229,telecom,normal_completion,Installation,2026-08-29 13:37:16.892626,completed,2.91,False,Document Verification,Activation,passed,,80.0,0.05,Low,completed_step,1.72,False,0,none,,in_progress
SESSION-0338B35F,CUST65077,AGENT229,telecom,normal_completion,Activation,2026-08-29 13:40:11.492626,completed,4.49,False,Installation,,passed,,100.0,0.05,Low,entered_information,1.25,False,0,none,,completed
SESSION-0370155A,CUST61589,AGENT305,banking,normal_completion,Customer Information,2026-08-29 13:08:55.083450,completed,9.03,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,2.52,False,0,none,,in_progress
SESSION-0370155A,CUST61589,AGENT305,banking,normal_completion,Identity Verification,2026-08-29 13:17:56.883450,completed,8.52,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,1.67,False,0,none,,in_progress
SESSION-0370155A,CUST61589,AGENT305,banking,normal_completion,Document Verification,2026-08-29 13:26:28.083450,completed,10.44,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,1.32,False,0,none,,in_progress
SESSION-0370155A,CUST61589,AGENT305,banking,normal_completion,Account Information,2026-08-29 13:36:54.483450,completed,8.39,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,2.49,False,0,none,,in_progress
SESSION-0370155A,CUST61589,AGENT305,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:45:17.883450,completed,6.51,False,Account Information,,passed,,100.0,0.05,Low,entered_information,2.54,False,0,none,,completed
SESSION-037D9714,CUST25533,AGENT797,banking,normal_completion,Customer Information,2026-08-29 13:08:55.108666,completed,3.67,False,,Identity Verification,passed,,20.0,0.15,Low,reviewed_information,4.49,False,0,none,,in_progress
SESSION-037D9714,CUST25533,AGENT797,banking,normal_completion,Identity Verification,2026-08-29 13:12:35.308666,completed,3.78,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,1.33,False,0,none,,in_progress
SESSION-037D9714,CUST25533,AGENT797,banking,normal_completion,Document Verification,2026-08-29 13:16:22.108666,completed,8.06,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,0.32,False,0,none,,in_progress
SESSION-037D9714,CUST25533,AGENT797,banking,normal_completion,Account Information,2026-08-29 13:24:25.708666,completed,9.15,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,reviewed_information,6.96,False,0,none,,in_progress
SESSION-037D9714,CUST25533,AGENT797,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:33:34.708666,completed,8.73,False,Account Information,,passed,,100.0,0.05,Low,completed_step,0.95,False,0,none,,completed
SESSION-03C4AA70,CUST61089,AGENT740,banking,incomplete_sessions,Customer Information,2026-08-29 13:08:55.080069,completed,7.49,False,,Identity Verification,passed,,20.0,0.15,Low,reviewed_information,5.65,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-03C4AA70,CUST61089,AGENT740,banking,incomplete_sessions,Identity Verification,2026-08-29 13:16:24.480069,completed,7.79,False,Customer Information,,passed,,40.0,0.15,Low,provided_guidance,4.79,True,0,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-03F6E4D4,CUST73598,AGENT491,banking,incomplete_sessions,Customer Information,2026-08-29 13:08:55.071045,completed,5.99,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,3.3,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-043FC5B9,CUST63967,AGENT566,banking,normal_completion,Customer Information,2026-08-29 13:08:55.190646,completed,1.99,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,1.61,False,0,none,,in_progress
SESSION-043FC5B9,CUST63967,AGENT566,banking,normal_completion,Identity Verification,2026-08-29 13:10:54.590646,completed,3.15,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,reviewed_information,4.14,False,0,none,,in_progress
SESSION-043FC5B9,CUST63967,AGENT566,banking,normal_completion,Document Verification,2026-08-29 13:14:03.590646,completed,4.91,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,1.87,False,0,none,,in_progress
SESSION-043FC5B9,CUST63967,AGENT566,banking,normal_completion,Account Information,2026-08-29 13:18:58.190646,completed,2.83,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,completed_step,2.49,False,0,none,,in_progress
